age,monthly_income,employment_type,credit_score,loan_amount,loan_purpose,existing_emis,dti,loan_tenure,bank_behavior,eligible
49,156382,Salaried,402,3170309,Home,20428,13.06,36,12.2,1
59,78965,Salaried,807,849800,Car,62160,78.72,120,80.2,1
52,126048,Salaried,508,4429689,Education,66171,52.5,180,34.4,0
48,111444,Self-Employed,727,98838,Education,60843,54.6,60,70.5,1
26,84922,Salaried,692,2680174,Business,23003,27.09,12,79.1,1
46,112799,Self-Employed,408,2778627,Personal,42077,37.3,36,16.5,0
24,108948,Self-Employed,647,4343633,Personal,26730,24.53,48,49.6,1
54,158314,Self-Employed,349,2667298,Car,72981,46.1,48,3.5,0
25,23947,Self-Employed,404,3601141,Business,79817,100,12,20.3,0
46,63785,Salaried,719,905327,Education,72138,100,240,67.8,0
41,134963,Salaried,672,3316152,Business,65573,48.59,48,64.5,1
55,15507,Salaried,326,3121487,Business,28869,100,24,2.4,0
47,173223,Salaried,572,4083415,Car,31076,17.94,240,51.1,1
26,26618,Self-Employed,639,370217,Personal,25094,94.27,48,55.8,0
56,89286,Salaried,600,294042,Business,26817,30.03,48,40.3,1
49,31122,Self-Employed,779,275683,Business,10555,33.91,84,77.1,1
50,153426,Salaried,843,1314123,Business,70656,46.05,180,100,1
30,124598,Self-Employed,856,1342179,Home,50193,40.28,60,100,1
59,177051,Salaried,564,1378142,Business,4715,2.66,180,34.7,1
27,101436,Salaried,841,2219815,Business,34162,33.68,12,100,1
40,198846,Salaried,895,4345520,Education,38458,19.34,48,100,1
32,151109,Self-Employed,465,2922040,Home,3140,2.08,12,23.6,1
23,43633,Salaried,615,1355068,Business,74174,100,36,50.2,0
30,39495,Self-Employed,300,4539191,Business,17383,44.01,120,0.5,0
42,79550,Self-Employed,560,584396,Car,17718,22.27,12,52,0
45,51483,Self-Employed,362,1303282,Car,76160,100,60,11.9,0
55,128181,Salaried,782,3756196,Home,57399,44.78,12,83,1
43,49069,Self-Employed,620,4037422,Education,21863,44.56,84,63,0
24,153442,Self-Employed,500,4910787,Home,71626,46.68,240,30.1,0
33,134873,Salaried,521,2099871,Home,11377,8.44,36,39.3,1
49,131843,Salaried,451,4568382,Car,60523,45.91,84,28.7,0
51,86947,Salaried,761,1963894,Car,14870,17.1,48,77.9,1
47,185205,Salaried,516,80881,Education,57487,31.04,84,40,1
42,110761,Salaried,495,3293899,Business,19300,17.42,24,27,0
49,128753,Self-Employed,501,3095313,Education,55951,43.46,48,41.3,0
47,146764,Salaried,533,4462119,Business,67639,46.09,120,34.4,1
54,43926,Salaried,440,2458247,Personal,72126,100,84,27,0
42,114782,Self-Employed,797,2418048,Car,42980,37.44,240,84.5,1
56,119700,Salaried,854,691627,Personal,32050,26.78,120,86.8,1
55,88984,Self-Employed,356,755051,Personal,2921,3.28,12,22.3,0
39,189462,Salaried,803,1047807,Car,70270,37.09,84,97.6,1
32,64593,Salaried,441,4528791,Personal,30328,46.95,36,16.1,0
44,90609,Salaried,883,274320,Home,60820,67.12,180,100,1
43,20209,Salaried,838,4788265,Business,23138,100,12,88.7,0
38,141700,Salaried,405,3552896,Education,12094,8.53,24,12.1,1
26,152605,Self-Employed,464,819483,Car,65264,42.77,36,30.3,0
32,101597,Salaried,514,4282383,Home,9028,8.89,36,42.3,0
51,22211,Self-Employed,370,3239948,Education,15432,69.48,120,13,0
36,24927,Salaried,878,2260030,Education,43819,100,180,93.4,1
48,132333,Salaried,389,3312311,Education,5312,4.01,240,25.5,1
56,170666,Self-Employed,527,98720,Personal,25973,15.22,120,48.8,1
54,91382,Salaried,378,1637582,Personal,55305,60.52,180,7.5,0
41,154005,Self-Employed,648,3624541,Personal,28973,18.81,84,58.7,1
37,118780,Self-Employed,545,4735871,Personal,44390,37.37,24,28.2,0
55,55696,Self-Employed,571,3119474,Home,16099,28.91,12,51.8,0
23,82616,Salaried,702,3948486,Personal,49956,60.47,36,77.6,1
56,152161,Salaried,415,4650384,Car,14063,9.24,240,22.3,1
61,172195,Self-Employed,734,4856970,Education,9605,5.58,120,64.1,1
49,153869,Self-Employed,829,2848627,Home,77904,50.63,24,100,1
60,65013,Salaried,741,1483038,Personal,72964,100,12,89.7,0
27,154418,Salaried,471,2592322,Education,51205,33.16,24,25,0
30,179744,Salaried,315,1734009,Home,15817,8.8,36,6.1,1
41,163725,Salaried,355,2027924,Education,2420,1.48,84,15.7,1
22,64556,Salaried,890,1636282,Home,69853,100,240,100,1
29,138723,Salaried,402,3153300,Business,27728,19.99,180,17.4,0
44,41140,Self-Employed,583,2759515,Home,57858,100,240,61.5,0
24,16184,Self-Employed,816,3698850,Personal,49089,100,180,73.5,0
25,180565,Salaried,577,2474523,Education,28964,16.04,120,33.7,1
46,190220,Salaried,568,4650355,Education,76992,40.48,84,44.5,1
59,170918,Salaried,699,1586843,Education,42240,24.71,180,80.4,1
36,126361,Self-Employed,802,937889,Car,12675,10.03,84,92.9,1
42,168267,Self-Employed,385,3565376,Car,60049,35.69,24,2.2,0
56,20606,Self-Employed,619,3844218,Personal,48436,100,240,75.9,0
35,150028,Self-Employed,331,3753535,Business,40213,26.8,240,9.6,0
57,31555,Salaried,635,729520,Car,28111,89.09,36,46.6,0
33,105385,Self-Employed,350,4711905,Home,4284,4.07,240,7.6,0
38,164762,Salaried,378,3599292,Personal,17585,10.67,24,20.7,0
60,73502,Salaried,473,657748,Business,65039,88.49,36,38.9,0
30,194921,Self-Employed,800,298792,Home,7131,3.66,84,82.8,1
56,172419,Salaried,874,4873260,Education,43382,25.16,48,99.8,1
34,118844,Salaried,375,1113205,Car,33527,28.21,180,11.5,0
36,106321,Salaried,615,885488,Home,30936,29.1,12,52,1
39,64056,Salaried,672,3993433,Business,53441,83.43,84,67.8,0
54,113234,Self-Employed,380,188966,Personal,54598,48.22,24,24.9,0
27,56850,Salaried,370,1018305,Home,79220,100,84,2.6,0
48,42843,Salaried,370,2269540,Personal,20642,48.18,12,9.8,0
44,77320,Salaried,345,2350660,Education,69907,90.41,24,2.7,0
48,44793,Salaried,346,675070,Business,12651,28.24,240,0,0
55,185588,Salaried,890,3631870,Business,1665,0.9,84,89.9,1
59,163929,Self-Employed,721,4054750,Car,6918,4.22,180,70.4,1
35,34627,Salaried,448,2579195,Business,23007,66.44,120,16.1,0
57,76822,Self-Employed,429,3633719,Home,75730,98.58,240,12.6,0
29,198320,Self-Employed,755,1388245,Home,25035,12.62,240,74.4,1
56,70798,Self-Employed,804,3562385,Home,76749,100,48,76.2,0
40,190188,Salaried,543,2088731,Education,22211,11.68,120,44.6,1
51,90318,Salaried,773,4897993,Business,54587,60.44,60,75,1
35,119186,Self-Employed,681,4930150,Business,26866,22.54,120,53.9,1
41,102902,Salaried,402,4604142,Home,7344,7.14,48,35.6,0
46,174629,Self-Employed,788,242527,Car,68737,39.36,12,64.3,1
61,86334,Self-Employed,336,3756152,Car,70288,81.41,48,12.9,0
45,121719,Self-Employed,848,1029929,Business,62546,51.39,36,94.1,1
35,138099,Self-Employed,819,2203691,Business,10327,7.48,240,82.6,1
47,188686,Salaried,632,262736,Personal,48659,25.79,60,48.1,1
59,27720,Salaried,696,468158,Business,45797,100,48,79.8,1
44,72608,Self-Employed,595,1166939,Home,71627,98.65,180,66.2,0
43,122449,Salaried,406,528739,Education,27608,22.55,60,15.3,0
40,117828,Salaried,829,292723,Business,28285,24.01,36,84.7,1
24,141613,Salaried,382,2078366,Business,48634,34.34,24,22.7,1
40,87095,Salaried,587,4855029,Home,40289,46.26,180,45.9,0
30,120924,Self-Employed,760,4901307,Personal,18007,14.89,24,81.3,1
49,111452,Self-Employed,514,2000908,Business,25257,22.66,180,40.1,0
41,102593,Salaried,580,860161,Car,29784,29.03,60,47,1
28,181964,Self-Employed,758,3818995,Car,38588,21.21,180,77.7,1
35,121975,Self-Employed,643,4515905,Car,44221,36.25,60,60.1,1
30,92242,Salaried,493,240701,Education,21378,23.18,12,23.5,0
40,131041,Salaried,457,1524542,Education,4696,3.58,24,20.7,1
35,141202,Salaried,764,3565994,Business,34635,24.53,84,79.1,1
59,92606,Self-Employed,403,2249172,Business,58543,63.22,36,13.5,0
57,138769,Salaried,333,2381770,Business,19207,13.84,180,27.7,1
61,133542,Salaried,401,3888878,Education,27524,20.61,60,17.9,0
38,121438,Self-Employed,624,1973413,Business,28554,23.51,36,40.1,1
51,15924,Salaried,891,952562,Home,11817,74.21,120,76,1
30,66322,Salaried,440,4409797,Personal,55258,83.32,180,29.9,0
54,172550,Salaried,773,1953046,Car,62582,36.27,48,80,1
46,86042,Salaried,330,2920469,Car,168,0.2,240,16.5,0
35,61418,Self-Employed,362,4457577,Home,42981,69.98,84,5.2,0
32,115699,Salaried,859,3782341,Business,65199,56.35,12,92.2,1
56,105140,Salaried,386,4532048,Education,64948,61.77,60,16.6,0
35,26781,Self-Employed,603,2357846,Business,57782,100,60,49.3,0
51,151587,Self-Employed,360,2409203,Business,61599,40.64,120,8.1,0
25,132358,Salaried,695,3625115,Car,73563,55.58,120,71.6,1
25,51133,Salaried,633,3519398,Car,16291,31.86,84,48.8,0
49,112628,Salaried,710,1873384,Education,53833,47.8,180,72.6,1
29,91946,Self-Employed,583,2308618,Car,32992,35.88,24,61.8,0
23,100058,Salaried,765,3341196,Business,39350,39.33,120,90.7,1
43,155167,Salaried,379,1050209,Home,1573,1.01,120,0,1
37,166542,Salaried,376,162168,Education,8577,5.15,48,8.7,1
50,58129,Salaried,839,4878405,Home,8712,14.99,24,92.2,1
51,23531,Self-Employed,660,2404112,Business,29948,100,48,70.2,0
33,52038,Self-Employed,376,4902858,Education,77700,100,48,14.3,0
56,102939,Self-Employed,808,3462661,Home,5217,5.07,84,94.9,1
32,57674,Salaried,463,2626063,Education,60178,100,120,21.8,0
42,142572,Salaried,308,1862878,Business,26409,18.52,36,4,0
42,44831,Salaried,474,2339358,Education,49040,100,12,31.8,0
26,72174,Salaried,761,311041,Business,78270,100,36,87.3,1
41,26279,Salaried,606,3351777,Education,79066,100,240,58.3,0
58,184292,Salaried,887,4346271,Education,77930,42.29,12,100,1
24,75610,Salaried,544,443345,Car,67035,88.66,180,47.5,0
54,198791,Self-Employed,421,1420403,Business,9669,4.86,24,10.5,1
30,68051,Self-Employed,484,3503203,Personal,58247,85.59,84,29.3,0
30,71652,Self-Employed,331,2395871,Education,58975,82.31,36,0,0
25,80524,Salaried,868,2588871,Home,28562,35.47,120,89.4,1
56,21470,Self-Employed,609,208621,Car,21629,100,24,50.1,0
38,187870,Salaried,671,3732358,Car,61463,32.72,48,43.8,1
55,68473,Salaried,895,4018577,Education,46007,67.19,240,98.1,1
45,165952,Self-Employed,355,757609,Personal,18128,10.92,84,2.9,0
53,59439,Salaried,572,2652807,Car,2039,3.43,48,36.9,1
22,29308,Salaried,763,280099,Business,3857,13.16,24,77.9,1
29,106563,Salaried,755,2144269,Education,59019,55.38,240,72.7,1
44,50081,Salaried,548,968241,Education,70486,100,48,44.1,0
61,196455,Salaried,377,2672739,Personal,12735,6.48,240,7.6,1
33,24837,Self-Employed,833,1347816,Business,34511,100,24,87.4,0
33,198223,Self-Employed,407,4692356,Business,46051,23.23,120,37.5,0
36,133128,Salaried,572,4417757,Personal,52693,39.58,60,50.3,0
40,182896,Salaried,314,426430,Home,69152,37.81,180,0,0
47,179145,Salaried,669,1052475,Business,29756,16.61,180,71.4,1
50,127651,Salaried,603,368442,Home,3894,3.05,48,62.9,1
43,112624,Self-Employed,504,2040589,Home,43232,38.39,48,38.8,0
61,172371,Salaried,412,3977526,Education,53214,30.87,180,12.4,1
42,45063,Self-Employed,552,2663182,Education,69817,100,36,50.3,0
59,84453,Salaried,740,1470545,Car,63862,75.62,120,68.7,1
41,117166,Self-Employed,485,3311365,Education,30036,25.64,180,41.6,0
50,29506,Self-Employed,526,311046,Business,18584,62.98,180,35.7,0
25,128604,Salaried,827,1034413,Business,32308,25.12,48,85.6,1
28,41026,Salaried,653,2255349,Home,28333,69.06,240,63,0
49,173744,Self-Employed,300,1229436,Business,35949,20.69,48,11.3,0
49,184489,Salaried,852,110285,Education,39288,21.3,180,100,1
25,67413,Salaried,859,2952450,Education,78588,100,84,93.4,1
43,80066,Self-Employed,719,3858681,Education,77807,97.18,60,66.6,0
33,65971,Salaried,460,4515943,Personal,45267,68.62,48,20.1,0
24,173353,Self-Employed,460,4490434,Business,32175,18.56,60,14.8,0
43,128978,Salaried,427,3927796,Car,8915,6.91,12,13.1,1
23,174163,Salaried,450,564938,Business,72454,41.6,120,26.9,0
45,65494,Self-Employed,743,3120132,Business,59722,91.19,180,82.3,0
55,118864,Salaried,770,4503054,Personal,65298,54.94,240,71.1,1
48,164682,Salaried,762,2439642,Business,13805,8.38,36,83.3,1
22,147151,Salaried,329,4352925,Home,40517,27.53,240,0,0
29,110386,Salaried,772,4725919,Education,54716,49.57,60,72.7,1
44,192823,Salaried,856,168833,Education,2871,1.49,84,84.1,1
59,101126,Salaried,379,2158086,Personal,37375,36.96,12,23.8,0
27,177023,Salaried,338,2440019,Education,45741,25.84,240,19.2,0
43,95863,Salaried,539,1824702,Home,23148,24.15,240,34,1
46,93291,Self-Employed,856,4726195,Personal,5834,6.25,84,86.2,1
39,140659,Self-Employed,889,2388782,Car,42680,30.34,180,100,1
38,22235,Salaried,636,1659387,Education,3399,15.29,48,69.8,0
33,97733,Self-Employed,579,4083310,Business,64091,65.58,60,59.4,0
27,77712,Self-Employed,415,433094,Home,21762,28,60,16.1,0
47,167545,Salaried,568,216804,Home,51009,30.44,120,43.2,1
48,140849,Salaried,634,3761662,Education,76493,54.31,120,45.8,1
29,94823,Salaried,611,3437752,Car,51548,54.36,120,48.7,0
40,119215,Self-Employed,352,2117139,Business,28340,23.77,60,9.4,0
22,47230,Salaried,367,4034936,Car,61365,100,48,0.4,0
50,99573,Salaried,333,4525564,Car,59790,60.05,180,1.1,0
56,55644,Self-Employed,685,4185241,Education,67797,100,12,65.9,0
61,194736,Salaried,548,3308586,Business,11809,6.06,12,29.2,1
35,60203,Salaried,410,3939359,Education,17696,29.39,84,22.1,0
56,81677,Salaried,393,4320924,Education,51457,63,24,23.7,0
41,171497,Salaried,709,471972,Home,21891,12.76,36,72.7,1
34,138246,Self-Employed,478,132604,Education,59151,42.79,48,25.7,0
59,99817,Self-Employed,346,1908558,Personal,63008,63.12,24,17,0
29,84806,Salaried,675,2871331,Business,52488,61.89,120,73.6,0
41,57814,Salaried,886,2432508,Home,56632,97.96,12,100,1
54,85219,Self-Employed,501,2449414,Business,66533,78.07,36,34.7,0
47,195718,Salaried,744,1640404,Home,71889,36.73,24,69,1
60,185956,Salaried,596,2334533,Personal,57942,31.16,240,46.1,1
42,110345,Salaried,607,3916491,Education,9275,8.41,180,59.7,1
30,115088,Salaried,792,4053615,Home,19965,17.35,36,96.8,1
45,84322,Salaried,637,3839149,Home,35854,42.52,60,52.8,0
58,36650,Salaried,365,4697193,Home,15973,43.58,36,9.5,0
38,109242,Salaried,721,2033756,Personal,26878,24.6,84,65,1
45,155262,Salaried,839,486060,Business,17105,11.02,60,86.4,1
42,53196,Salaried,792,846184,Personal,64746,100,24,71.9,1
60,185521,Salaried,616,1566503,Home,39935,21.53,180,56.1,1
60,185733,Salaried,374,483886,Home,32784,17.65,84,2.2,1
34,44709,Salaried,358,4931142,Education,31601,70.68,36,5.3,0
32,95428,Salaried,685,469655,Personal,39865,41.77,12,63.7,1
40,24943,Salaried,314,1521602,Personal,78701,100,60,0,0
32,189312,Salaried,530,1426956,Car,18616,9.83,24,32.1,1
34,191832,Self-Employed,498,1012217,Business,11654,6.08,24,24,1
22,36042,Self-Employed,653,2936632,Car,17830,49.47,240,67.6,0
61,58894,Salaried,334,2049370,Car,16205,27.52,120,17.1,0
40,152941,Salaried,461,3778922,Business,42425,27.74,84,20.5,1
33,71759,Salaried,770,388781,Education,77495,100,12,100,1
29,120973,Salaried,830,341922,Education,77355,63.94,24,80.9,1
29,59306,Salaried,722,2885900,Business,35851,60.45,120,66.9,0
33,123369,Salaried,647,4365222,Business,6952,5.64,36,61.8,1
54,166990,Self-Employed,446,1975044,Personal,47405,28.39,24,29,0
47,43379,Salaried,673,3647120,Personal,5391,12.43,84,59.6,1
60,135667,Salaried,715,4699922,Personal,62468,46.05,180,77.9,1
49,149034,Salaried,793,4201963,Personal,15091,10.13,180,91.8,1
26,159923,Self-Employed,858,3705053,Home,30237,18.91,24,92.9,1
29,132626,Salaried,555,822793,Home,58353,44,84,41.3,1
46,191819,Self-Employed,402,61957,Education,74500,38.84,60,12.1,0
48,140180,Self-Employed,420,4054804,Home,40682,29.02,120,11.7,0
44,67349,Salaried,718,1021120,Home,49634,73.7,48,63.3,0
51,160817,Salaried,649,67829,Personal,26968,16.77,24,62.5,1
44,20730,Salaried,341,2293256,Personal,54833,100,36,6.8,0
41,159993,Self-Employed,666,3295498,Business,40205,25.13,240,59,1
39,34023,Self-Employed,328,3746368,Personal,76907,100,180,0.1,0
39,191421,Salaried,313,2177367,Business,42541,22.22,240,0,1
23,141796,Self-Employed,784,1548111,Business,28285,19.95,60,80.3,1
25,96533,Salaried,488,1618327,Home,52513,54.4,60,30.3,0
51,98286,Salaried,594,2877154,Personal,15430,15.7,120,49,1
54,56979,Self-Employed,482,3158958,Home,9033,15.85,120,26.8,0
57,37837,Self-Employed,847,4942712,Personal,19918,52.64,12,85.8,0
39,161069,Salaried,336,824474,Home,18256,11.33,60,6.1,0
58,119975,Self-Employed,313,4450908,Home,48522,40.44,180,7.4,0
40,191111,Self-Employed,894,2738154,Home,64353,33.67,120,94.9,1
49,35923,Self-Employed,458,4887650,Education,31188,86.82,24,7.2,0
61,23876,Self-Employed,793,328169,Home,55134,100,180,71.2,0
41,75973,Self-Employed,628,859138,Car,52657,69.31,24,63.3,0
54,148959,Salaried,382,4942580,Car,36088,24.23,12,21.6,0
33,57422,Self-Employed,855,4406232,Car,14979,26.09,36,97.7,1
36,66413,Salaried,879,1988174,Business,68264,100,36,100,1
60,117484,Self-Employed,859,3204907,Home,50106,42.65,84,100,1
23,148913,Salaried,868,743983,Car,1595,1.07,36,91.9,1
50,43756,Self-Employed,886,722947,Business,32624,74.56,120,98.8,0
31,86576,Salaried,321,2826245,Car,67824,78.34,180,0,0
23,133248,Salaried,431,3450205,Personal,40431,30.34,36,20.4,0
32,25304,Salaried,764,2484434,Education,17127,67.68,240,92.5,1
34,45341,Self-Employed,755,2847975,Home,17878,39.43,12,69.2,0
31,150830,Self-Employed,601,4212828,Education,72480,48.05,36,40.8,0
35,163082,Salaried,566,223226,Education,60690,37.21,36,42.8,1
39,142039,Self-Employed,694,2658711,Personal,77838,54.8,120,62.5,0
30,177730,Self-Employed,419,166905,Personal,56360,31.71,60,22,0
60,195074,Salaried,545,1127406,Personal,207,0.11,48,47.2,1
49,147447,Salaried,867,4092236,Business,1083,0.73,24,91.5,1
24,114485,Self-Employed,337,2439905,Car,51564,45.04,120,23,0
41,37092,Salaried,544,4785993,Home,3311,8.93,36,50.5,0
27,146562,Self-Employed,320,4665249,Personal,23135,15.79,120,0,0
48,18729,Self-Employed,409,939912,Home,57109,100,120,17.5,0
23,152046,Self-Employed,693,750527,Home,61354,40.35,24,69.7,1
50,133222,Self-Employed,709,4469557,Home,63647,47.78,120,61.5,1
59,100216,Salaried,307,4039551,Personal,59301,59.17,84,0,0
24,98860,Salaried,743,3814599,Personal,62233,62.95,48,89.3,1
37,111870,Salaried,627,4433547,Car,46212,41.31,60,45.6,1
51,36398,Salaried,589,4725616,Personal,57776,100,180,55,0
61,49650,Salaried,810,187719,Personal,71386,100,60,90.6,1
23,167364,Self-Employed,660,4134338,Home,51588,30.82,36,53.5,1
38,118889,Self-Employed,898,295221,Car,31716,26.68,24,100,1
33,18159,Salaried,518,1122643,Education,78255,100,84,36.9,0
56,113162,Salaried,705,1608569,Personal,21777,19.24,84,68.6,1
22,117834,Salaried,519,3722072,Personal,49285,41.83,120,24.2,1
36,163137,Salaried,894,4499074,Education,28788,17.65,180,82.1,1
47,36638,Salaried,406,603616,Home,4019,10.97,48,15.7,0
58,16073,Self-Employed,880,4297136,Car,75018,100,180,100,1
42,192583,Salaried,585,1141347,Home,46873,24.34,12,32.6,1
52,44320,Self-Employed,307,4341725,Business,9895,22.33,84,2.3,0
46,49924,Salaried,488,2084730,Personal,79671,100,84,32,0
44,186806,Self-Employed,380,1570770,Business,49013,26.24,36,23.3,0
45,83116,Self-Employed,407,3852717,Personal,59570,71.67,240,26,0
59,186097,Self-Employed,620,4534603,Business,75923,40.8,60,54.5,1
49,17159,Self-Employed,878,199360,Education,47672,100,12,95.6,0
42,63940,Self-Employed,645,3508460,Personal,6121,9.57,120,51.7,0
39,94436,Self-Employed,627,2365175,Personal,67863,71.86,36,45.3,0
57,29678,Self-Employed,854,1093904,Business,18930,63.78,48,87.3,0
56,193276,Salaried,601,2682691,Car,49987,25.86,84,41.3,1
30,158093,Salaried,499,1200996,Business,35502,22.46,180,32.3,1
59,152844,Salaried,718,4516071,Personal,31688,20.73,48,69.4,1
51,82163,Salaried,338,1415435,Personal,7304,8.89,240,4.1,0
55,169536,Salaried,606,4512571,Car,4049,2.39,180,51.9,1
53,66137,Self-Employed,303,1363781,Home,14947,22.6,84,0,0
24,176304,Self-Employed,376,1204969,Car,9495,5.39,120,19.4,1
24,76497,Salaried,767,2925656,Home,24707,32.3,180,79.7,1
49,115485,Salaried,478,1399815,Personal,61920,53.62,24,25.8,0
36,197520,Self-Employed,575,2337842,Education,44544,22.55,60,36.5,1
44,120468,Salaried,451,3801459,Education,30706,25.49,120,24.5,0
61,15901,Self-Employed,463,430149,Business,33993,100,180,36.3,0
32,102980,Salaried,589,4016974,Car,14987,14.55,60,52.9,1
53,122594,Self-Employed,677,2232293,Car,19089,15.57,36,68.9,1
57,17881,Salaried,609,2638160,Education,65997,100,84,57.3,0
54,44863,Self-Employed,688,3888920,Home,9993,22.27,60,74.4,0
45,151694,Salaried,482,3159668,Car,11465,7.56,180,37.2,1
60,147450,Salaried,605,1319343,Home,32640,22.14,240,52,1
55,60201,Salaried,371,4940707,Home,75997,100,240,8.6,0
49,74251,Salaried,518,3544627,Home,12366,16.65,84,43.3,1
58,87572,Self-Employed,472,217659,Home,29895,34.14,48,9.3,0
28,54255,Self-Employed,571,3461236,Business,1785,3.29,48,55.3,0
25,78212,Salaried,767,2140717,Business,6242,7.98,240,83.4,1
58,65210,Salaried,568,563993,Education,24529,37.62,48,57.8,0
22,140629,Salaried,319,3907176,Business,64399,45.79,180,0,0
